,album,Release_Year,lyrics_title,lyrics_url,lyrics,track_views,is_demo,featuring,number_of_verses,number_of_chorus,# Of Words,Average Sentence Length,Positive Sentiment,Neutral Sentiment,Negative Sentiment,lexical diversity
135,nothing was the same,2013.0,own it ,https://genius.com/drake-own-it-lyrics,   own it its yours its yours   yours youre still the one that i adore aint much out there to have feelings for guess whose it is guess whose it is guess whose it is guess whose it is yours a few bottles on the table a few waters it aint a secret baby everybody saw us guess whose it is guess whose it is guess whose it is its yours next time we fuck i dont wanna fuck i wanna make love next time we talk i dont wanna just talk i wanna trust next time i stand tall i wanna be standin for you and next time i spend i want it all to be for you peakin im peakin wake up with me this weekend we can oh guess whose it is guess whose it is guess whose it is its yours   own it own it own it own it own it own it own it own it own it own it own it own it own it own it own it i said go own that shit own that shit own that shit own that shit go and own that shit own that shit own that shit you own that shit go and own it own it own it own it own it own it own it own it own it own it own it own it own it own it own it i said go own that shit own that shit own that shit own that shit go and own that shit own that shit own that shit you own that shit go and   niggas talk more than bitches these days just let that shit sink in ha niggas talk more than bitches these days who could get the pussy quicker these days still straight with the weed and the liquor these days cause the new drugs got the kids trippin these days bunch of journalists been searchin for a story my exgirl been searchin for a sorry couple bitches tryna have me on the maury like nigga its yours you should be supportin but where you been at on tour gettin money yall dont even really check for me you aint even hit me when that nigga had threats for me girl you dont love me you just say that shit to get to me girl cause you got the batphone and my workline you should call when the last time you did somethin for the first time you done done it all i swear to god niggas talk more than bitches these days got you thinkin that im different these days broken telephone for every single conversation by the time it gets to you shit switches these days its yours its yours its yours its its always gonna be yours   own it own it own it own it own it own it own it own it own it own it own it own it own it own it own it i said go own that shit its yours its yours own it own it own it own it own it baby own it its yours own that shit own that shit own that shit,1800000.0,0,1,2,0,541,2429.0,0.036,0.789,0.175,0.01070399341292713
136,nothing was the same,2013.0,worst behavior ,https://genius.com/drake-worst-behavior-lyrics,   worst mothafucka never loved us fucka never loved us you aint know now you know now still at it scrub js with a toothbrush shit niggas still playing my old shit but your shit is like the police askin us questions nigga we dont know shit flexin nigga im just flexin nigga never loved us do it look like we stressin look at you look at you and look at you aww im glad that they chose us cause man its a mission tryna fight to the finish just to see am i finished   on my worst behavior no they used to never want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us im on my worst behavior dont you ever get it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us fucka never loved us worst behavior   hold up hold my phone mothafuckas never loved us fucka never loved us now you want to roll one mothafucka never loved us so everywhere we go now full cup always hated the boy but now the boy is the man mothafucka i done growed up you know me you know me im liable to do anything when it comes to that you owe me you owe me you owe me bitch you better have my money when i come for that shit like odb   on my worst behavior no they used to never want to hear us remember mothafucka never loved us remember mothafucka remember mothafucka never loved us im on my worst behavior dont you ever get it fucked up mothafuckas never loved us man mothafuckas never loved us worst behavior mothafuckas never loved us fucka never loved us worst behavior   whos hot who not tell me who rock who sell out in stores you tell me who flop who copped the new drop whose jewels got rocks who else making rap albums doing numbers like its pop same old pimp drake you know aint nothin changed with these funny style niggas we done put on in the game i just ask for some blessings at my grandmothers grave then its back to la open the mail starin at the check enough to make you throw up man its gross what i net im with my whole set tennis matches at the crib i swear i could beat serena when she playin with her left oh where i reside it look like a resort inside nigga where your shit from i imported mine bar mitzvah money like my last name mordecai fuck you bitch im more than high my momma probably hear that and be mortified this aint the son you raised who used to take the acura 5 am then go and shoot degrassi up on morningside for all the stuntin ill forever be immortalized yeah back and forth across the borderline hate to leave the city but ive got to do the overtime gone all the time even the important times i should let you know ahead im comin back on my worst behavior   remember remember mothafucka remember hold up hold my phone they used to never want to hear us remember mothafucka never loved us remember mothafucka remember worst behavior,2300000.0,0,0,3,2,560,2849.0,0.062,0.617,0.321,0.009828009828009828
137,nothing was the same,2013.0,from time ,https://genius.com/drake-from-time-lyrics, whats up been a minute since we kicked it youve been caught up with them bitches i dont get it youre a star love you shouldnt have to deal with that id never make you feel like that cause   i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   yeah i needed to hear that shit i hate when youre submissive passive aggressive when were texting i feel the distance i look around the peers that surround me these niggas tripping i like when money makes a difference but dont make you different started realizing a couple places i could take it i want to get back to when i was that kid in the basement i want to take it deeper than money pussy vacation and influence a generation thats lacking in patience ive been dealing with my dad speaking of lack of patience just me and my old man getting back to basics weve been talking bout the future and time that we wasted when he put that bottle down girl that niggas amazing well fuck it we had a couple coronas we might have rolled a white paper just something to hold us we even talked about you and our couple of moments he said we should hash it out like a couple of grown ups you a flower child beautiful child im in your zone looking like you came from the 70s on your own my mother is 66 and her favorite line to hit me with is who the fuck wants to be 70 and alone you dont even know what you want from love anymore i search for something im missing and disappear when im bored but girl what qualities was i looking for before who you settling for who better for you than the boy huh   i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   uh thinking bout texas back when porscha used to work at treasures or further back than that before i had the houston leverage when i got summer a michael kors with my mommas debit a weak attempt at flexing ill never forget it cause that night i played her three songs then we got to talking bout something we disagreed on then she start telling me how ill never be as big as trey songz boy was she wrong that was just negative energy for me to feed off now its therapeutic blowing money in the galleria or beverly center macys where i discovered bria landmarks of the muses that inspired the music when i could tell it was sincere without tryna prove it the one that i needed was courtney from hooters on peachtree ive always been feeling like she was the piece to complete me now she engaged to be married whats the rush on commitment know we were going through some shit name a couple that isnt remember our talk in the parking lot at the ritz girl i felt like we had it all planned out i guess i fucked up the vision learning the true consequences of my selfish decisions when you find out how im living i just hope im forgiven it seem like you dont want this love anymore im acting out in the open its hard for you to ignore but girl what qualities was i looking for before who you settling for who better for you than the boy huh   i love me i love me enough for the both of us thats why you trust me i know you been through more than most of us so what are you what are you what are you so afraid of darling you you give but you cannot take love   been baka aka not nice from time g been a east side ting scarborough ting from time g been have up di ting dem from time g so i dont know whats wrong with these little wasteman out here eh yall need to know yourself,3600000.0,0,1,2,3,757,3688.0,0.2,0.685,0.115,0.008134490238611713
138,nothing was the same,2013.0,hold on were going home ,https://genius.com/drake-hold-on-were-going-home-lyrics,   i got my eyes on you youre everything that i see i want your hot love and emotion endlessly i cant get over you you left your mark on me i want your hot love and emotion endlessly   cause youre a good girl and you know it you act so different around me cause youre a good girl and you know it i know exactly who you could be   just hold on were going home just hold on were going home its hard to do these things alone just hold on were going home   i got my eyes on you youre everything that i see i want your hot love and emotion endlessly i cant get over you you left your mark on me i want your hot love and emotion endlessly   cause youre a good girl and you know it you act so different around me cause youre a good girl and you know it i know exactly who you could be   just hold on were going home going home just hold on were going home going home its hard to do these things alone things alone just hold on were going home going home   youre the girl youre the one gave you everything i loved i think theres something baby i think theres something baby youre the girl youre the one gave you everything i loved i think theres something baby i think theres something baby   cause youre a good girl and you know it you act so different around me cause youre a good girl and you know it i know exactly who you could be   just hold on were going home going home just hold on were going home going home its hard to do these things alone things alone just hold on were going home going home,5400000.0,0,1,2,6,321,1496.0,0.15,0.805,0.045,0.016042780748663103
139,nothing was the same,2013.0,connect ,https://genius.com/drake-connect-lyrics, theres 3 balls and a strike heres the pitch its belted deep to center revere goes back jumps at the wall and its gone   isnt it amazing how you talk all this shit and we still lack communication how beautiful our kids would be girl i dont need convincing how every conversation starts with this time will be different oh the idea is fun oh the idea is fun oh the idea is so fun every time at least we try for home run every time   swanging eyes closed just swanging same city same friends if youre looking for me same city same friends if youre looking ill be here just swanging dont talk to me like im famous and dont assume cause i dont respect assumptions babe im just tryna connect with somethin baby yeah swanging   she just wanna run around the city and make memories that she can barely remember and id allow her talk about pussy power she just wanna run over my feelings like she drinking and driving in an 18 wheeler and id allow her talk about pussy power she used to say you can be whoever you want even yourself yeah i show up knowin exactly who i was and never leave as myself but when it falls apart im always still down to pick a million tiny little pieces off the ground wish you would learn to love people and use things and not the other way around   swanging eyes closed just swanging same city same friends if youre looking for me same city same friends if youre looking ill be here just swanging dont talk to me like im famous and dont assume cause i dont respect assumptions bae im just tryna connect with somethin baby ill be here just swanging   i remember when my schedule was as flexible as she is she call and tell me be here before the sun up i be dressed before we hung up i take eglinton to 401 east and exit at markham road in the east end where all the pretty girls are sleeping my license been expired i renew it after the weekend fuck i know i said that shit the last 7 weekends girl i guess procrastination is my weakness i hate stoppin for gas this late cause theres niggas creepin and not like how were creepin summer is comin know you could feel it 20 on pump whatever i aint got enough to fill it wont knock on your door my uncle say you drive my whip like its yours i got the pedal to the floor im on my motherfuckin way swangin dont fall asleep on me hang in there ill be there just swangin ill be there just swangin i treat you good girl like youre famous i know im late its always the same shit but dont fall asleep on me hang in there im on the road right now swangin girl,1600000.0,0,0,3,2,505,2517.0,0.125,0.769,0.106,0.013110846245530394
140,nothing was the same,2013.0,the language ,https://genius.com/drake-the-language-lyrics, yeah yeah yeah yeah yeah yeah yeah yeah yeah look look   i dont know why they been lyin but your shit is not that inspirin bank account statement just look like im ready for early retirement fuck any nigga thats talking that shit just to get a reaction fuck going platinum i look at my wrist and its already platinum i am the kid with the motor mouth i am the one you should worry bout i dont know who youre referring to who is this nigga you heard about someone just talking that bullshit man someone just gave you the runaround niggas downplayin the money but thats what you do when the money down i dont waste time puttin money down i just go straight to who got it and buy it in cash pussy so good that you gotta come see me on tour and you gotta fly in first class this has been years in the makin its all for the city they know i come right every summer cash money records forever im always big timin bitch i came up right under stunna you know it   jealousy in the air tonight i could tell i will never understand that but oh well been ready its real i dont know bout you she just want to smoke and fuck i said girl thats all that we do okay now youre talkin my language now youre talkin my language now youre talkin my language now youre talkin my language been ready its real i dont know bout you she just want to smoke and fuck i said girl thats all that we do   im bout to roll one and light it and fuck it man no ones invited i got to kill off the weak shit thats got all you niggas excited i cant even listen you wildin id much rather sit here in silence i send all my money to banks in the islands and eat with italians i do people are funny you dont even know bout the shit that i been through i just want some head in a comfortable bed it could all be so simple talkin that shit with your back to me just know it always get back to me come get your girl she been here for three days and she way too attached to me hate when they get too attached to me i got to get on the bus and get back on the road get what i can out the country and then i just get on the jet and go back to the cold cant even drive with the top off i been workin so hard on the album i missed the whole summer i just might bring in some girls from miami to heat up the city and thats word to stunna you know it   jealousy in the air tonight i could tell i will never understand that but oh well been ready its real i dont know bout you she just want to smoke and fuck i said girl thats all that we do okay now youre talkin my language now youre talkin my language now youre talkin my language now youre talkin my language been ready its real i dont know bout you she just want to smoke and fuck i said girl thats all that we do   famous and dangerous you understand me showtime headlines big tyme sunshine tote 9s bust mines flatline hard grind high life stay fly its jet time  stunt nigga every time you see a nigga  stunt nigga every time you see a nigga  stunt nigga swag on head to feet nigga  stunt nigga i just might bring in some girls from miami to heat up the city and thats word to stunna you know it,2300000.0,0,0,2,2,652,3098.0,0.108,0.736,0.155,0.008392511297611363
141,nothing was the same,2013.0,305 to my city ,https://genius.com/drake-305-to-my-city-lyrics, drop down dropdrop shit is real out here drop down dropdrop drop down dropdrop get it get it drop down dropdrop   oooh 305 to my city i get it i get it i get it i get it i swear that i get it i get it i get it we did it we did it we did it we did it we so far from finished i brought you right back just so we can relive it   i get it i get it i get it i get it your hustle dont ever go unnoticed baby im with you im with it i get it i get it i get it i get it i get it i get it   they dont work hard as you damn thats so crazy at the end of the night when you count numbers dont lie to my baby locker room full of money girl you just did it i get it i get it man fuck all that talking take shots to the kidney down payment on the jaguar your roommate got credit 12 months on the lease thats a come up baby dont you ever forget it connections are heavy every real nigga they fuck with you nails chipped out in diamonds you sparkle but fuck man the spark aint enough for you   oooh 305 to my city i get it i get it i get it i get it i swear that i get it i get it i get it we did it we did it we did it we did it we so far from finished i brought you right back just so we can relive it   i get it i get it i get it i get it your hustle dont ever go unnoticed baby im with you im with it i get it i get it i get it i get it i get it i get it   tonight was your night go get you some lobsters and shrimp you smart and you know it i get it i get it you outdo these pimps i hope you dont fall thats you on the top of the ceiling dont you ever forget bout your story i get it you did it you did it got a link on the champagne your best friend is bartending your parents saying this another phase in your life they cant wait until its all finished shine on them hoes let em know that you run shit i get it i get it im working too hard lets get into some fun shit 281 to my city heard you had trouble at customs your girl got a dui ill make the calls to get yall through customs tell your best friend girl get your paperwork right i get it i get it whats up for the night   oooh 305 to my city i get it i get it i get it i get it i swear that i get it i get it i get it we did it we did it we did it we did it we so far from finished i brought you right back just so we can relive it   get it get it get it drop down drop drop down get it get it get it drop down drop drop down   your momma used to live at the church on sunday you just go to liv after church on sunday oh lord oh lord were not in kansas anymore were not in kansas anymore,988900.0,0,1,2,3,607,2533.0,0.082,0.82,0.097,0.012238452427951046
142,nothing was the same,2013.0,too much ,https://genius.com/drake-too-much-lyrics, dont think about it too much too much too much too much theres no need for us to rush it through dont think about it too much too much too much too much this is more than just a new lust for you oohh dont think about   done sayin im done playin last time was on the outro stuck in the house need to get out more ive been stackin up like im fundraising most people in my position get complacent wanna come places with star girls and they end up on them front pages im quiet with it i just ride with it moment i stop having fun with it ill be done with it im the only one thats putting shots up and like a potluck you need to come with it dont run from it like htown in the summertime i keep it 100 met a lot of girls in my times there word to paul wall not one fronted i was birthed there in my first year man i know that place like i come from it backstage at warehouse in 09 like is bun coming fuck that is anyone comin fore i show up there and theres no one there these days i could probably pack it for like twenty nights if i go in there back rub from my main thing ive been stressed out talkin to her like back then they didnt want me im blessed now talkin to her like this drop bet a million copies get pressed out she tell me take a deep breath youre too worried about being the best out   dont think about it too much too much too much too much theres no need for us to rush it through dont think about it too much too much too much too much this is more than just a new lust for you oohh dont think about   someone go tell noel to get the backwoods money got my whole family going backwards no dinners no holidays no nothin theres issues at hand that were not discussin i did not sign up for this my uncle used to have all these things on his bucket list and now hes actin like oh well this is life i guess nah fuck that shit listen man you can still do what you wanna do you gotta trust that shit heard once that in dire times when you need a sign thats when they appear guess since my text message didnt resonate ill just say it here hate the fact my mom cooped up in her apartment telling herself that shes too sick to get dressed up and go do shit like thats true shit and all my family from the mtown that ive been round started treating me like im him now like we dont know each other we aint grow together we just friends now shit got me feeling pinned down pick the pen up or put the pen down im writing to you from a distance like a pen pal but weve been down   dont think about it too much too much too much too much theres no need for us to rush it through dont think about it too much too much too much too much this is more than just a new lust for you ohhh dont think about it too much too much too much too much theres no need for us to rush it through ohhh dont think about it too much too much too much too much this is more than just a new lust for you ohhhohhh dont do that   dont give up on your hopes and you tell me somethins gone wrong wholehearted wholehearted you care you care cause im such a dreamer a believer in a sense well if its all a dream then im on fire feels like im on fire tell me when im lyin tell me when im tryin,2100000.0,0,0,2,3,672,3163.0,0.09,0.819,0.09,0.009168510907366425
143,nothing was the same,2013.0,pound cake  paris morton music 2 ,https://genius.com/drake-pound-cake-paris-morton-music-2-lyrics,   good god almightylike back in the old days you know years ago they had the ar men to tell you what to play how to play it and you know whether its disco and rock but we just went in the studio and we did it we had the champagne in the studio of coursecompliments of the companyand we just laid back and did it so we hope you enjoy listening to this album half as much as we enjoyed playing it for you because we had a ball only real music is gonna lastall the other bullshit is here today and gone tomorrow   cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill yall yall yall cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill yall yall yall   yeah uh after hours at il mulino or sotto sotto just talkin women and vino the contract like 91 dan marino i swear this guy michael rapinos boosting my ego overly focused its far from the time to rest now debates growin bout who they think is the best now took a while got the jokers out of the deck now im holdin all the cards and niggas wanna play chess now i hear you talking say it twice so i know you meant it fuck it i dont even tint it they should know whos in it im authentic real name no gimmicks no game no scrimmage i aint playin with you niggas at all my classmates they went on to be chartered accountants or work with their parents but thinkin back on how they treated me my high school reunion might be worth an appearance make everybody have to go through security clearance tables turn bridges burn you live and learn with the ink i could murder word to my nigga irv yeah i swear shit just started clickin dog you know its real when you are who you think you are   cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill yall yall yall cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill yall yall yall   uh i had benzes fore you had braces the allblack maybach but im not a racist insides whiter than katy perrys face is yellow diamonds in my jesús i just might learn to speak mandarin japanese for the yen that im handlin international hov thats my handle my saints changó light a candle el gran santo on the mantle case yall didnt know i speak spanish too uh shout out to world wide wes everywhere we go we leave a worldwide mess yes still roc la familia says a lot about you if you not feeling us the homie said hov it aint many of us i told em less is more nigga is plenty of us   cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill yall yall yall   cake cakecake cakecake cake 500 million i got a pound cake niggas is frontin thats upsidedown cake get em a red nose they clown cakes they shoulda never let you round cake look at my neck i got a karat cake uh now heres the icin on the cake cake cakecake cakecake uhh im just gettin started oh yeah we got it bitch ive done made more millionaires than the lotto did dame made millions biggs made millions ye made millions just made millions lyor made millions cam made millions beansa tell you if he wasnt in his feelings uh im back in my bag my eyes bloodshot but my jet dont lag a pair of jordan 3s tryna chase this cash gucci airbag just in case we crash uh last night was mad trill im fresh out of advil jesus grab the wheel     yeah uh look fuck all that happy to be here shit that yall want me on im the big homie they still be tryna lil bro me dog like i should fall in line like i should alert niggas when im bout to drop somethin crazy and not say im the greatest of my generation like i should be dressing different like i should be less aggressive and pessimistic like i should be way more nervous and less dismissive like i should be on my best behavior and not talk my shit and do it major like the niggas who paved the way for us like i didnt study the game to the letter and understand that im not doin it the same man im doing it better like i didnt make that clearer this year like i should feel i dont know guilty for saying that they should put a couple more mirrors in here so i can stare at myself these are usually just some thoughts that i would share with myself but i thought fuck it its worth it to share em with someone else other than paris for once i text her from time to time she a mom now i guess sometimes life forces us to calm down i told her she could live with me if she need to i got a compound but i think shes straight cause she supported since hot beats right before wayne came and got me out of the back room where i was rapping with jas over beats that i shouldnt have in the hopes for the glory he walked right past in the hallway three months later im his artist he probably wouldnt remember that story but that shit stick with me always couldnt believe when he called me you never know what could happen to you and i just spent four ferraris all on a brand new bugatti and did that shit cause its somethin to do yeah i guess thats just who i became dawg nothing was the same dawg,3300000.0,0,1,4,3,1046,5398.0,0.138,0.768,0.094,0.006113375324194146
144,nothing was the same,2013.0,come thru ,https://genius.com/drake-come-thru-lyrics, yeah we had the type of nights where mornin comes too soon and nothin was the same   watch me goin out of the way when i shoulda went home only time of the day i get to spend on my own i was trippin off how i used to sleep at ya crib should drive by right where you live and pick you up on the way we aint spoke in so long prolly put me in the past i can still get you wet and i can still make you laugh you should call into work if that aint too much to ask i could pour you up a drink and we can burn somethin   come through come through come through come through girl you know we got thangs to do girl you know we got thangs to do so get your ass in that car and come through know ya got that thang that i like know ya know ya got that thang that i like come through come through come through girl you know we got thangs to do girl you know we got thangs to do so get your ass in that car and come through   yeah last night i brought doa to the studio they already had a stage and a booty pole its supposed to be a lot of hard workin goin on but who the fuck can focus with this twerkin goin on someone put a order in for a chicken for a chicken told my girl to order in i need the kitchen need the kitchen yeah they know i got the hookup they just wait on me to cook up baby i heat up the stove you do the dishes ya know rap game crack game aint that different ya know last album had it boomin somethin vicious ya know and ya know i need ya back in my life girl ya know ya got that know ya got that thing that i like girl you got that thing for real when i was on a mission to make it who used to sleep on the floor with you when you lived in the basement who else got all the things you need at 4am when its late i always pour you up a drink and let you burn somethin   come through come through come through come through girl you know we got thangs to do girl you know we got thangs to do so get your ass in that car and come through know ya got that thang that i like know ya know ya got that thang that i like come through come through come through girl you know we got thangs to do girl you know we got thangs to do so get your ass in that car and come through   why has it been so long why has it been so long why has it been why has it been   who you been crying to who you been flying to whose bed are you sleeping in someones been hiding you where have you been you deserve rounds tonight come through girl you deserve rounds tonight come through girl you deserve rounds tonight come through girl you deserve rounds tonight rounds tonight oh come through girl you deserve rounds tonight come through girl you deserve rounds tonight come through girl you deserve rounds tonight,1600000.0,0,0,2,2,579,2690.0,0.038,0.904,0.058,0.00929368029739777
145,nothing was the same,2013.0,all me ,https://genius.com/drake-all-me-lyrics,   im really stepping up my game these bitches gotta start paying me for this cant get no more free randy   got everything i got everything i cannot complain i cannot i dont even know how much i really made i forgot its a lot fuck that never mind what i got nigga dont watch that cause i came up thats all me stay true thats all me yeah no help thats all me all me for real came up thats all me stay true thats all me 2 chainz no help thats all me all me for real   money on my mind you should think the same js on pinky ring dogging these hoes i need quarantine in the same league but we dont ball the same ah she want all the fame i hear that shit all the time she said she love me i said baby girl fall in line okay made a million off a dinner fork watch me switch it up walked in ill nigga alert ill nigga alert you need that work i got that work got bitches in my condo just bought a shirt that cost a mercedesbenz car note from the a to toronto we let the metal go off and my dick so hard it make the metal detector go off this that sauce this that dressing givenchy nigga god bless you if having a bad bitch was a crime id be arrestedtru   got everything i got everything i cannot complain i cannot i dont even know how much i really made i forgot its a lot fuck that never mind what i got nigga dont watch that cause i came up thats all me stay true thats all me no help thats all me all me for real came up thats all me stay true thats all me no help thats all me all me for real   i touched down in 86 knew i was the man by the age of 6 i even fucked the girl that used to babysit but that was years later on some crazy shit i heard your new shit nigga hated it damon wayans homie dont play that shit i get paid a lot you get paid a bit and my latest shit is like a greatest hits god damn aint no wishing over on this side yall dont fuck with us then we dont fuck with yall its no different over on this side god damn should i listen to everybody or myself cause myself just told myself youre the motherfucking man you dont need no help cashing checks and im bigging up my chest yall keep talking bout who next but im about as big as it gets i swear yall just wasting yall breath im the light skinned keith sweat ima make it last forever its not your turn cause i aint done yet look just understand that im on a roll like cottonelle i was made for all of this shit and im on the road box office sales im getting paid for all of this shit ask you to please excuse my table manners i was making room for the table dancers cause if we judging off your advances then i just got paid like eight advances god damn   got everything i got everything i cannot complain i cannot i dont even know how much i really made i forgot its a lot fuck that never mind what i got nigga dont watch that cause i came up thats all me stay true thats all me no help thats all me all me for real came up thats all me stay true thats all me   ho shut the fuck up i got way too much on my mental i learn from what ive been through im finna do what i didnt do and still waking up like the rents due not complicated its simple i got sexy ladies a whole benzfull and to them hoes im everythingeverything but gentle but i still take my time man i guess im just old fashioned wearing retro shit thats old fashion nigga see what im saying no closed caption i paint pics see the shit good sex need to hit keep a broad on the floor year round like season tickets i plead the fifth drink a fifth load the nine leave you split in the half smoke a half need a zip my new girl is on glee and shit probably making more money than me and shit i swear to god i got 99 problems but a bitch aint one i got 99 problems getting rich aint one like i got trust issues im sorry for the people ive pushed out im the type to have a bulletproof condom and still gotta pull out but thats just me and i aint perfect i aint a saint but i am worth it if its one thing i am worth it niggas still hating but it aint working lil bitch   oh me oh me oh my i think i done fucked too many women from the 305 fore the end of this year ill do king of diamonds 3 more times smoking on that kush all in our section like its legalized girl you cant always have your way sometimes it be like that they dont really fuck with you like that they aint never did me like that i just took my time you got the shine i let you eat like that i been taught to never loan somebody what you need right back and i need that shit right back no more free randy im blessed than a muhfucka niggas been stressed than a muhfucka niggas getting nervous clutching they chests like a muhfucka damn thats a motherfucker tell the truth i dont listen to you cause i dont like being lied to and that ship wont sail and that wind wont guide you daddy was in jail we was talking through the window like a motherfucking drivethru that was back then man now my niggas rich enough to do whatever i do,3900000.0,0,1,4,3,1040,4911.0,0.172,0.635,0.193,0.006923233557320301
146,nothing was the same,2013.0,the motion ,https://genius.com/drake-the-motion-lyrics, its not me and you its not me its you youre reckless and you know it they dont love you like i do say youre moving on well i guess thats just the motion i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion   i dont have a fuck to give ive been moving state to state in my leather and my timbs like its 1998 and my dog chubby chub thats my nigga from the way on the eastside of the city thats where everybody stay seem like everybody calling cause they want me on their song its like every time i touch it i could never do no wrong when they need a favor from you man they dont leave you alone but i guess thats just the motion yeah   then that phone doesnt ring when they got everything thats the motion ohoh i guess thats just the motion ooh ooh ooh ooh ooh ooh ohoh i guess thats just the motion ooh ooh ooh ooh ooh ooh   yeah looking back on it at least my pride is intact cause we said no strings attached and i still got tied up in that everything that i write is either for her or about her so im with her even when im here without her and she know it the girl that i wanna save is like a danger to my health try being with somebody that wanna be somebody else i always thought she was perfect when she was being herself dont even know how to help but i guess thats just the motion yeah   shell probably come around soon as i settle down thats the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion   nothing less and nothing more i hear your heart hit the floor i guess thats just the motion talking to you is not enough no i guess thats just the motion ohoh i guess thats just the motion i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion ohoh i guess thats just the motion yeah,1700000.0,0,1,2,2,394,1879.0,0.119,0.836,0.045,0.014369345396487493
147,take care,2011.0,over my dead body ,https://genius.com/drake-over-my-dead-body-lyrics, how im feeling it doesnt matter cause you know im okay instead i ask myself why do you worry when you know you know im the same i know i know you dont love me baby theyre trying to take you away from me only over my dead body   i think i killed erybody in the game last year man fuck it i was on though and i thought i found the girl of my dreams at the strip club mmmmmm fuck it i was wrong though shout out to all my niggas living tax free nowadays its six figures when they tax me oh well i guess you lose some and win some long as the outcome is income you know i want it all and then some shout out to asian girls let the lights dim some shots came i dont know where they was sent from probably some bad hoes im bout to take the hint from yeah you know me well nigga i mean you aint the only real nigga they got me on these white women like seal nigga slave to the pussy but im just playing the field nigga are these people really discussing my career again asking if ill be going platinum in a year again dont i got the shit the world wanna hear again dont michael jordan still got his hoop earring in man all of your flows bore me paint drying and i dont ever be trippin off of what aint mine and i be hearing the shit you say through the grapevine but jealousy is just love and hate at the same time yeah its been that way from the beginning i just been playing i aint even notice i was winning   and this is the only sound you should fear man these kids wear crowns over here and everything is all right   oh i know i know you dont love me baby theyre trying to take you away from me only over my dead body   you say im old news well who the new star cause if im going anywhere its probably too far just performed at a bar mitzvah over in the states used half of the money to beat my brothers case red wine over fed time and shout out to the niggas thats doing dead time shout out to the bitches there when its bedtime and fuck you to the niggas that think its their time yeah dont make me take your life apart boy you and whoever the fuck gave you your start boy oh you wanna be a motherfucking funny guy dont make me break your kevin hart boy yeah its whatever you know feeling good living better i think maybe i was numb to it last year but you know i feel it now more than ever my city love me like mac dre in the bay second album im back paving the way the backpackers are back on the bandwagon like this was my comeback season back back in the day and i met your baby moms last night we took a picture together i hope she frames it and i was drinking at the palms last night and ended up losing everything that i came with feel like ive been here before huh i still got ten years to go huh   and this is the only sound you should fear man these kids wear crowns over here and everything is all right   oh i know i know you dont love me baby theyre trying to take you away from me only over my dead body   three in the morning still going down  ,2400000.0,0,0,2,3,629,2960.0,0.106,0.732,0.162,0.008783783783783784
148,take care,2011.0,shot for me ,https://genius.com/drake-shot-for-me-lyrics,   i can see it in your eyes youre angry regret got shit on what youre feelin now mad cause he aint like me oh you mad cause nobody ever did it like me all the care i would take all the love that we made now youre trying to find somebody to replace what i gave to you its a shame you didnt keep it alisha catya i know that you gon hear this im the man yeah i said it bitch im the man dont you forget it the way you walk thats me the way you talk thats me the way youve got your hair up did you forget thats me and the voice in your speaker right now thats me thats me and the voice in your ear thats me cant you see that i made it yeah i made it first i made you who you are and then i made it and youre wasted with your latest yeah im the reason why you always getting faded   take a shot for me ohohohoh ohohohoh take a shot for me ohohohoh ohohohoh take a shot for me uhhuh uhhuh ohwhoa oh whoa a shot for me uhhuh uhhuh ohwhoa oh whoa a shot for me   ok look im honest girl i cant lie i miss you you and the music were the only things that id commit to i never cheated for the record back when i was with you but you believed in everything but me girl i dont get you she says i know you changed i never see you cause youre always busy doing things i really wish she had a different way of viewing things i think the city that were from just kinda ruined things its such a small place not much to do but talk and listen the men are jealous and the women all in competition and all your friends telling you stories that you often misinterpret and taint all the images of your mr perfect i could tell that you been crying all night drinking all summer prayin for your happiness hope that you recover uh this is one i know you hated when you heard it and its worse because you know that i deserve it   take a shot for me ohohohoh ohohohoh take a shot for me ohohohoh ohohohoh take a shot for me uhhuh uhhuh ohwhoa oh whoa a shot for me uhhuh uhhuh ohwhoa oh whoa a shot for me   yeah may your neighbors respect you trouble neglect you angels protect you and heaven accept you,2000000.0,0,0,2,2,442,2075.0,0.13,0.764,0.106,0.011566265060240964
