,album,Release_Year,lyrics_title,lyrics_url,lyrics,track_views,is_demo,featuring,number_of_verses,number_of_chorus,# Of Words,Average Sentence Length,Positive Sentiment,Neutral Sentiment,Negative Sentiment,lexical diversity
10,dark lane demo tapes,2020.0,when to say when ,https://genius.com/drake-when-to-say-when-lyrics, yeah somebody um somebody hit me today and they were like nah just make sure you know you tell me what to do when i get there you know june youre a genius i said i respect it no problem i got all these blessings just to give it to others anyway know what im sayin yeah my hands always open for real   ayy thirtythree years i gave that to the game thirtythree mil ill save that for the rain five hundred weeks ill fill the charts with my pain five hundred mil and ill fall back in the 6ix finally give you niggas the space you need to exist michael jackson shit but the palace is not for kids still women sayin its childish the way we live brought a few ws to the 6ix baby mama fluke but i love her for who she is baby wayne and tez responsible for this shit half the time i question my consciousness in this shit other times i question if compliments are legit fulltime im out here confident as a bitch tryna make good on the promises that i give tryna make sure my accomplices are legit register the business in my brothers name thirtyfive hunnid in her pocket that should cover things certified lover man trappin out the motherland always move right so my watch is on the other hand she can try and play it down now but she was a fan people wanna know whats in my pockets they dont understand my assistant always findin percocet and rubber bands know my mom might not want to hear how i discover plans word to sandra graham no one love you like your mother can i watched michael rubin win a million off a couple hands i decide what to see next like its on demand i decide what to be next like im switchin plans ima tell you what you feel next like the weatherman i will split heads and break necks for my little man 6 god prayin hands like im a religious man but im just a sicker man wicked man look we can argue back and forth but whos the richer man isnt that what matters in this world that we livin in bang those dividends snakes stay slitherin how you plan to make it to the top by just fittin in how you plan to take a niggas spot by just givin in how you gon treat this shit like you gon get to live again how you gettin hype off one hit do that shit again how you got a manager you mad at after you got the win bet you got some niggas thatll love you til the bitter end bet you got somebody thats just smarter than your other friends give em a percentage see what happens to your blessings then you just need to stay close to your people that was there when others couldve been there when others shouldve been got a nigga starin at the game like damn coach put him in but you never listen so you niggas goin wood again got us in the crib talkin bout what niggas coulda been shoulda been and i got your girl on the second floor beggin me to put it in and its not because all of the money that you wouldnt spend and its not because i set it up to try and get revenge its because you niggas insecure you aint made men its because even though you hate on me we stay friends its because you niggas never learn when to say when yeah   for real facts you know what im sayin hahaha yeah,555000.0,0,0,1,0,619,3089.0,0.185,0.68,0.135,0.009388151505341535
11,dark lane demo tapes,2020.0,chicago freestyle ,https://genius.com/drake-chicago-freestyle-lyrics, twothirty baby wont you meet me by the bean too early maybe later you can show me things you know what it is whenever i visit windy city she blowin me kisses no thirty degrees way too cold so hold me tight will i see you at the show tonight will i see you at the show tonight   ayy truck to the plane to the truck truck to the hotel lobby me i go through underground garages presidential suite on deposit elevator up to the room shower up and then we hit the club touch down gotta see whats up area code in my phone what numbers do i still have who do i know from the past hit one she say she got a man hit another one it goes green mustve changed phones on the team member when you let me in between that was 2017 all good chubbs will look around find one that seem my type that my dawg and he know what i like he done found me plenty in my life problem is i meet a girl tonight then i go and treat her too nice galleria credit card swipes i dont even know if she a wife   but i do know one thing though women they come they go saturday through sunday monday monday through sunday yo maybe ill love you one day maybe well someday grow til then ill sit my drunk ass on that runway on this one way   twothirty baby wont you meet me by the bean too early maybe later you can show me things you know what it is whenever i visit windy city she blowin me kisses no thirty degrees way too cold so hold me tight will i see you at the show tonight will i see you at the show tonight   jewelry in the safe on arrival pistol on j for survival lot of people gunnin for the title lot of people tryna take us viral im just tryin to have a nice night though waiter brought the check for the meal she said babe i think there was a typo nah girl i got it thats light though i could show you bigger things than that its gon be a minute til im back let me give you images that last amex had a limit in the past i had plenty women in the past i done plenty sinnin in the past you dont need to know but you can ask stickin on your backstage pass all access cause you bad you could go wherever with that ass show to the shower to the truck truck to the club for the party you go in first with your girls cause i dont know whos out there watchin   but i do know one thing though women they come they go saturday through sunday monday monday sunday yo maybe ill love you one day maybe well someday grow til then ill sit my drunk ass on that runway on this one way   twothirty baby wont you meet me by the bean too early maybe later you can show me things you know what it is whenever i visit windy city she blowin me kisses no thirty degrees way too cold so hold me tight will i see you at the show tonight will i see you at the show tonight,1300000.0,0,1,2,5,573,2719.0,0.082,0.834,0.084,0.011033468186833395
12,dark lane demo tapes,2020.0,not you too ,https://genius.com/drake-not-you-too-lyrics, first time in a long time hurtin deeply inside first time in a long time hurtin deeply   trust trust who watchin my back even when im in the booth oh trust who doin my thing but im down to come clean not like you i wanna make you feel the weights off your shoulders too ill take it just tell me it cant be that crazy and even if it is that crazy baby ill take it i want you i know youre not an angel not you oh just save it dont waste your time cause im wavy and im sayin things that i dont mean but i do mean and i dont want you to miss me cause theres no way that youre sorry and youre crying and youre sayin things that i do believe but i dont even want you to get in my mind im supposed to be in your mind oh woah for the first time in a long time for the first time in a long for the first time in the longest time   first time in a long time hurtin deeply inside first time in a long time hurtin deeply   yeah now oh baby ayy hurtin deeply inside trust trust trust trust who   trust me and i can set you free left your man came straight to me you the real mvp my love ride dirty like pimp c you a real tenspeed freak shawty you was everything a nigga need you was everything to me my love why you keep that little shit from me left me down on bended knee when i scooped you in the maybach the only time a nigga ever made you take a backseat why you do that little shit to me shawty when you know that we was meant to be whyd you keep those things from me my love love ive given you enough time sponsored by aberlour introducing aberlour all access see more   hurtin deeply inside trust trust hurtin deeply deeply   thought i knew the real then they flipped how many times did i ask about this on god why you let me find out like this on god houston we got a problem my dawg all my niggas love you got us all involved aint no goin back to how we started off no no no no,295000.0,0,1,2,3,398,1875.0,0.216,0.656,0.128,0.0144
13,dark lane demo tapes,2020.0,toosie slide ,https://genius.com/drake-toosie-slide-lyrics, black leather glove no sequins buckles on the jacket its alyx shit nike crossbody got a piece in it got a dance but its really on some street shit ima show you how to get it   it go right foot up left foot slide left foot up right foot slide basically im sayin either way we bout to slide ayy cant let this one slide ayy   dont you wanna dance with me no i could dance like michael jackson i could give you thug passion its a thriller in the trap where we from baby dont you wanna dance with me no i could dance like michael jackson i could give you satisfaction and you know we out here every day with it ima show you how to get it   it go right foot up left foot slide left foot up right foot slide basically im sayin either way we bout to slide ayy cant let this one slide ayy whos bad   two thousand shorties wanna tie the knot ayy yeah two hundred shooters on my brothers block woah yeah petal off a rose like i love her not maybe not i dont know whats wrong with me i cant stop woah yeah wont stop woah yeah never stop got so many opps i be mistakin opps for other opps got so many people that i love out of troubled spots other than the family i got its either you or me thats just how i think its either you or me this life got too deep for you baby two or three of us about to creep where they stayin   black leather glove no sequins buckles on the jacket its alyx shit nike crossbody got a piece in it got a dance but its really on some street shit ima show you how to get it   it go right foot up left foot slide left foot up right foot slide basically im sayin either way we bout to slide ayy cant let this one slide ayy whos bad   toosie slide then i hit it doubletime then i hit a spin cause we spun their block a couple times if its not the right time therell always be another time im not even trippin well just see em in the summertime woah yeah cant describe the pressure i be puttin on myself yeah really i just cant afford to lose nobody else yeah if they movin shaky well just do this shit ourselves woah if im movin shaky chubbsll do this shit himself yeah solo niggas only yolo for real heard a lot about you but we dont know for real next time guarantee the truthll get revealed   black leather gloves no sequins yeah buckles on the jacket its alyx shit nike crossbody got a piece in it got a dance but its really on some street shit ima show you how   it go right foot up left foot slide left foot up right foot slide basically im sayin either way we bout to slide ayy cant let this one slide ayy   dont you wanna dance with me no i could dance like michael jackson jackson i could give you thug passion passion its a thriller in the trap where we from where we from baby dont you wanna dance with me no i could dance like michael jackson jackson i could give you satisfaction faction and you know we out here every day with it ima show you how to get it   it go right foot up left foot slide left foot up right foot slide basically im sayin either way we bout to slide whos bad,1300000.0,0,0,2,10,627,3004.0,0.135,0.726,0.139,0.008988015978695073
14,dark lane demo tapes,2020.0,desires ,https://genius.com/drake-desires-lyrics, d hill d hill ayy   i shouldve put you somewhere where no one could find you mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment ayy cause you got desires i know i know i know cause you got desires i know i know i know cause you got desires   you got that fire and im not a liar you had me down on my knees every day had to talk with messiah im in that 8 and that 1 and that 2 this a different ferrari yeah i tried to pay all your loans off and cop you a driver yeah i had you stayin too close to the city you actin too vulnerable livin this life i shouldve moved you away from houston before i copped you all this ice you wanna be my number one youre not actin like the main thing i let you play my number two you barely made the second string   i shouldve put you somewhere where no one could find you ayy mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment ayy cause you got desires i know i know i know cause you got desires i know i know i know cause you got desires   ayy selfcontrol has never been your thing dont think itll help if theres a ring with a rock in it where im from they serve the soda clean clean clean you come from a city where theres lean with the rocks in it how the fuck you keep so many secrets how you goin vegan but still beefin with me again how the fuck youve seen so many beaches tickets to them places dont come cheap and i see you back in turks remember who took you there first and dont you forget it got you a whip but then you got back on your shit i had to tell eric go get it im always movin too fast the feeling dont last i feel like you take me for granted probably my fault for the way that i handle it   i shouldve put you somewhere where no one could find you ayy mansion out in the sticks with nothin around you katy texas dallas texas you know a different environment ayy cause you got desires i know i know i know ayy cause you got desires i know i know i know ayy cause you got desires   ooh shawty you tried it voice gettin filled with entitlement why would you tell me those lies and why would you make it so bold to my face why are your stories all over the place whole lotta secrets friends dont keep safe where did your friends all go woo i cant solve your problems you say your problems never needed solvin i was too good to you shouldve stayed solid nice guys always finish off where they started déjà vu you wanted things and you got em déjà vu i wanted smoke and i got it déjà vu déjà déjà   alright so unfortunately im still here hahaha but you know if youre here its still up in the building and you just wanna hear some chune some music i think you know you found the right spot im outside in an amg right outside tt you know shout out my brother drake for you know too turnt baby girl you know me popping this off real quick,549000.0,0,1,3,3,599,2894.0,0.1,0.826,0.074,0.0110573600552868
15,dark lane demo tapes,2020.0,time flies ,https://genius.com/drake-time-flies-lyrics, yeah im outside in an amg right outside tt too turnt baby girl you know me yeah still with the dawgs that i grew beside all the niggas round me ride or they die gotta watch the time cause its flyin right by im outside in an amg yeah right outside tt too turnt baby girl you know me who am i all the niggas round me ride or they die gotta watch the time cause its flyin right by too turnt baby girl you know me   i just caught a shawty off a finsta just threw on a hoodie its a crenshaw way that i been livin unconventional im just tryna make it to the end ya know certain things just started gettin tenser think we need to have us an adventure i could be your man but maybe down the road right now i would rather see my heart turn to chrome rather see my heart turn crystal i cant even front like i dont miss ya right now im just stuck inside the crib on my own soon as i free up im bout to pop up on your phone like   im outside in an amg right outside tt too turnt baby girl you know me yeah who am i all the niggas round me ride or they die gotta watch the time cause its flyin right by too turnt baby girl you know me yeah   hearts still on javelin baby too turnt baby girl you know me i was pullin off fore they knew me sometimes i wish there was two of me or three of me when it was you and me i felt like i love you too much to change you you believe in angles more than angels feel like ive been going through too much to explain to you but im still the same way i was when i came to you everything i have what i had to exchange for you everything ive been through i cant even complain to you wish it stayed the same for you sorry im sorry   andandandand im outside in a imimimim imimimim imimimim im outside in a imimimim imimimim imimimim im outside in a andandandand im outside in a imimimim imimimim imimimim im outside in a woioi woioiwoioiwoioiwoioiwoioi,381800.0,0,0,2,2,383,1869.0,0.089,0.824,0.087,0.014446227929373997
16,dark lane demo tapes,2020.0,landed ,https://genius.com/drake-landed-lyrics, yeah ayy ayy   if i gotta land ima stick it baby let it go and you gon miss it wrote this with a cartier pen do i sound different yeah yeah overseas and back i was roundtrippin ive been uh ive been what   ive been pop whippin wrist is on another rhythm i was not kiddin dont know why they playin with him i was not finna let them get no top billin man they really tried to take this shit and run with it and i bought my dawg a rollie cause he rolled with it yeah and i bought that girl a shovel cause she golddiggin yeah if he talkin out his head then its off with it yeah boardin air drake then we takin off in it yeah   and if i gotta land ima stick it ayy yeah baby let it go and you gon miss it wrote this with a cartier pen do i sound different yeah you always said i changed im just now switchin ayy ayy what   ayy ayy i done dosed off i done got a different number cause im closed off used to hit the bitch and now she wanna huh now she wanna call me like she doesnt know that phones off uh what i just met her friend and now her clothes off yeah drop around whoever bet it goes off yeah patek doin backflips showin off   yeah and if i gotta land ima stick it baby let it go and you gon miss it wrote this with a cartier pen do i sound different yeah yeah overseas and back i was roundtrippin ive been uh ive been what   ive been pop whippin wrist is on another rhythm he been blockswitchin dont know how you ride with him gotta supermodel wanna be a down missus all my niggas they be on them outoftown missions wasnt hearin me before okay but now listen pushin five cadillacs like a politician i be in and out arenas like im scottie pippen yeah pop whippin wrist is goin thirty with it ooh yeah put the beat in front of me im dirtyin it yeah what do this shit for real you niggas dabble in it yeah say you need a minute i dont have a minute yeah and if i gotta land ima stick that motherfucker at the clearport and park that,197400.0,0,0,5,3,407,1933.0,0.123,0.806,0.071,0.012933264355923435
17,dark lane demo tapes,2020.0,d4l by future drake  young thug ,https://genius.com/future-drake-and-young-thug-d4l-lyrics, 808 my crew ayy southside where you get all that drip yeah yeah yeah   fbg ysl know just whats brackin yeah yeah yeah told my story gotta clear it by your daddy yeah yeah yeah fbg ysl whats hannenin whats hannenin richard mille all this year nigga whats hannenin whats hannenin louis vuitton bandana bro what hannenin whats hannenin d4l stunna man say whats hannenin whats hannenin bowen homes you know that shiesty shit whats hannenin you go outside you better back it   oh my right wrist a ferrari skrrt skrrt foreign breed american she call me papi yeah yeah yeah vroom vroom hellcat give it to the goons vroom on that earl manigault shootin it out the spoon seen a prom queen smoke crack when i was lil million dollars in cash like i sell drugs sell drugs gave my bitch a hundred racks vacuum sealed up vacuum seal what vacuum sealed up   fbg ysl know just whats brackin yeah yeah yeah told my story gotta clear it by your daddy yeah yeah yeah fbg ovo whats hannenin whats hannenin richard mille all year whats hannenin whats hannenin ysl bandana man whats hannenin whats hannenin d4l stunna man man whats hannenin whats hannenin bowen homes you know that shiesty shit whats hannenin you go outside you better back it ayy   go to palm springs for a daytrip freeband octobers own its the same shit shawty keep on knockin back the shots better pace this woah woah banknotes presidential faces woah woah bankhead started seein spaceships woah we just started fuckin she impatient now she want a butt lift now she want some lasik just to see the bag clearer that way she can chase it ayy ayy i remember grade six i was up in payless tryna get some asics now im niked down in a motherfuckin snake pit now im type of nigga give it out and i dont take shit 808 my crew   i been in the cut for thirteen thousand months ayy southside where you get all that drip all that brr you gon think we from saudi arabia money counter brr yeah ayy my trap comin up the street brr lets go i ran a check up on my feet brr run it up bentley talk bentley talk brr bentley go ask your mama im a boss brr boss i got oil im your daddy brr daddy i bought her a rari swerve skrrt brr rari yeah i eat calamari brr yeah yeah yeah ima let her park me   fbg ysl know just whats brackin yeah yeah yeah yeah told my story gotta clear it by your daddy yeah yeah fbg ysl whats hannenin whats hannenin richard mille all this year nigga whats hannenin whats hannenin louis vuitton bandana bro what hannenin whats hannenin d4l stunna man say whats hannenin whats hannenin bowen homes you know that shiesty shit whats hannenin you go outside you better back it,255300.0,0,0,3,3,502,2624.0,0.163,0.785,0.052,0.011432926829268292
18,dark lane demo tapes,2020.0,pain 1993 ,https://genius.com/drake-pain-1993-lyrics, yo pierre yo pierre ayy   ayy niggas aint gotta respect niggas just gotta accept i put that top left i love my crodie to death codeine hype williams lil x if you dont say it direct could give a fuck ayy yeah yeah   i put some ice on her hand i let her take an advance shit wasnt goin as planned i put that shit in the van she gotta move with her friend heard she went back to her man give a fuck ayy i just put a wagen in the driveway you know i did when i shoot my shot its the kawhi way its goin in me and lil sicko sittin sideways breakin tens used to be an antisocial nigga now im makin friends i just got a mansion out in turks and its a beachfront okay if shes bringin four friends i know ill hit at least one okay slatt slatt slatt slatt got em all tannin by the pool and they greased up police in my city man i keep they pockets greased up okay me and capo tryna leave our mark and peace the east up aint nobody makin too much money off the beef stuff okay but i beef a rapper cause im never with the sweet stuff shawty came from mexico she know she got the sweet stuff yeah yeah yeah you know   ayy niggas aint gotta respect niggas just gotta accept cept i put that top left ayy i love my crodie to death codeine hype williams lil x if you dont say it direct yeah could give a fuck ayy yeah yeah   racks all in my jeans and they raf simons racks in my jeans okay diamonds all in my teeth i called up the dentist yeah okay got a goyard bag i threw them racks in it my racks yeah every time im home you know i whip the bentley yeah yeah yeah i just threw these pills in my cup yeah yeah just threw these pills uh shawty just pulled up just to get fucked shawty just pulled up but i only want top yeah for sure only want top and i know im on top but i want more okay remember i used to sleep on the floor with my oh yeah now every day i rock christian dior okay dior yeah now every day i gotta pour me a four lean lean lean lean now every day i gotta pour me a four lean lean lean lean okay i spent a hundred k last night in new york yeah yeah i spent a hundred k the next day i was bored okay okay yeah that lam truck got numbers on the board okay get it yeah she keep textin my phone ima ignore yeah yeah yeah yeah yeah oh yeah yeah yeah   ayy yeah niggas aint gotta respect niggas just gotta accept i put that top left i love my crodie to death codeine hype williams lil x if you dont say it direct could give a fuck okay ayy yeah yeah,600300.0,0,1,2,3,527,2445.0,0.272,0.601,0.127,0.010224948875255624
19,dark lane demo tapes,2020.0,losses ,https://genius.com/drake-losses-lyrics, hey instagram this song ive been writing oh for a few months i dont know i i started writing it about family just came up now so anybody feel any way about it i dont give a fuck yeah family   yeah yeah lost you to the game i gotta hug that i was here when you was asking where the love at dip your finger in the bag to get your buzz back i was wishin on a star when i was that ive been fortunate enough to have it my way im a fortune teller listen to what i say member when we used to park up in my driveway i always told it how it was i never shy away this life is really something you get lost in i know niggas that got famous and they bought friends i had friends that only had half of they heart in its hard to accept now and it was hard then but i treated you like gold i was all in spoiled rotten they could smell you fore you walked in burnin incense in your new apartment but you got no sense when it come to lost you to the game i gotta hold that how you feelin in your soul since you sold that ill be better off without you and we know that you aint lookin at a nigga you could hold back like im tryna show the waves this is no cap you sold me up the river but i rowed back you put me on the road without a roadmap im not tryna make no song these are cold facts   you got some liquor at the house yeah go get a shot lets do a shot together i dont see it okay hahaha   ayy being here wasnt in the plans i do it for the grahams not the gram i do it for the fam but still fuckin uncle sam i tried to change for you but that wasnt who i am even when being real is out of fashion niggas keep stealin my style now we out here matchin i did it by being myself with no dramatic acting i couldnt sit around and wait i had to have it happen lost you to the game i gotta face that really think i lost you like a ways back always sayin how a nigga never play fair i took you up under my wing and you just stayed there you was supposed to grow some wings get your own pair we started this from the bottom now you alone there shit you treat it like its home there dependent on me you was supposed to get your own share i still love you to my last days i never knew that shit would be this fastpaced i never thought id see awards in a glass case i couldve ended up in your crib with a masked face it couldve went left on a couple bad days when i visit my last place is the only time im in last place see me these days i never got on a sad face see me these days i lost you to the game and i see why it was always you and i without the ty this is not one of them stories that got three sides this is not one of them stories you could rewind like im tryna show the waves this is no cap you drove a nigga crazy but i drove back you wrote me off and then you never wrote back im not tryna make no song these are cold facts   yes sir baby hold on hold on let me tell you something about me i really do know i know who i wanna be woo lord i already passed on all that woo you go head on haha,318600.0,0,0,2,0,653,2981.0,0.109,0.77,0.12,0.009057363300905737
